"Date"," General government debt, % of GDP: net JPY","General government debt, % of GDP: net GBP","General government balance, % of GDP: overall JPY"," General government balance, % of GDP: overall GBP","Main producer price index: %oya, 3mma GBP","Main producer price index: %oya, 3mma Japan"," Merchandise trade balance ratio change (sa): 3M/3M Japan"," Merchandise trade balance ratio change (sa): 3M/3M GBP"," Generic government bond returns: 5-year maturity Japan","Generic government bond returns: 5-year maturity GBP"
27-Jul-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.02549,0.14844
28-Jul-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.02352,-0.01838
29-Jul-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.00143,-0.05152
30-Jul-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,0.00066,0.09792
31-Jul-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,0.05712,-0.02776
03-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.06459,-0.01469
04-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,0.03574,0.03804
05-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,0.00225,-0.17363
06-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.05273,-0.06593
07-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.00222,-0.15113
10-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.00032,0.05222
11-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,-2.50143,-0.00032,-0.24646
12-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-2.22892,0.37508,3.32085,-0.13318,-0.05972
13-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-1.74058,0.37508,3.32085,0.00886,-0.00246
14-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-1.74058,0.37508,3.32085,-0.0765,0.07615
17-Aug-20,168.875,85.855,-7.09,-8.31,-1.85654,-1.74058,-1.35579,3.32085,0.04517,0.14655
18-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.35579,3.32085,0.05015,0.00156
19-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.00809,-0.08845
20-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,-0.01328,0.00901
21-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,-0.02389,0.0597
24-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.05604,0.00383
25-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,-0.02699,-0.2398
26-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,-0.02563,-0.09926
27-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.00161,-0.05378
28-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,-0.08928,0.19166
31-Aug-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.03169,0.0009
01-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.02778,0.09136
02-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.00807,0.22334
03-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,0.04528,0.0101
04-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39638,3.32085,-0.01291,-0.10089
08-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39706,3.32085,0.01827,0.30222
09-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39706,3.32085,0.02096,-0.29569
10-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-1.74058,-1.39706,3.32085,-0.0113,0.04206
11-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-0.98893,-1.39706,2.90533,0.02508,0.2694
14-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-0.98893,-1.39706,2.90533,0.02371,-0.12646
15-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-0.98893,-1.39706,2.90533,0.00642,-0.12433
16-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-0.98893,-1.34782,2.90533,0.0137,-0.05203
17-Sep-20,168.875,85.855,-7.09,-8.31,-1.85304,-0.98893,-1.34782,2.90533,0.02669,0.29681
18-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,0.02597,0.03215
21-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,-0.00023,0.01625
22-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,-0.00023,-0.25141
23-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,0.06571,-0.09441
24-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,-0.03158,0.07589
25-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,-0.00026,0.10808
28-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,-0.07185,-0.06588
29-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.90533,0.02184,0.05121
30-Sep-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,-0.00506,-0.14216
01-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,-0.0086,0.07733
02-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,-0.00034,-0.09086
05-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,0.0009,-0.08906
06-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,-0.08092,-0.00697
07-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,-0.01332,-0.08722
08-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.91206,0.04111,0.03734
09-Oct-20,168.875,85.855,-7.09,-8.31,-1.63984,-0.98893,-1.34782,2.78804,-0.01315,0.03966
13-Oct-20,177.084,98.148,-14.151,-16.464,-1.63984,-0.75924,-1.34782,2.78804,0.01622,0.13373
14-Oct-20,177.084,98.148,-14.151,-16.464,-1.63984,-0.75924,-1.34782,2.78804,-0.01228,-0.00689
15-Oct-20,177.084,98.148,-14.151,-16.464,-1.63984,-0.75924,-1.34782,2.78804,0.05292,0.11638
16-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.34782,2.78804,0.02327,0.01487
19-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.0007,0.0371
20-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.019,-0.04545
21-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.07708,-0.12935
22-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.00225,-0.21049
23-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.03874,0.01163
26-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.01118,0.00276
27-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.01456,0.12925
28-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.02701,0.10197
29-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.00367,0.0226
30-Oct-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.04769,-0.16061
02-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.02889,0.1577
03-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.00019,-0.19934
04-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.02638,0.21635
05-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.07385,-0.12205
06-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.02452,-0.10706
09-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,0.00186,-0.32956
10-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-0.75924,-1.21891,2.78804,-0.09487,-0.05779
12-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-1.14878,-1.21891,-2.06381,0.05146,0.20255
13-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-1.14878,-1.21891,-2.06381,0.05112,0.0403
16-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-1.14878,1.96816,-2.06381,0.02749,-0.0423
17-Nov-20,177.084,98.148,-14.151,-16.464,-1.63935,-1.14878,1.96816,-2.06381,0.00364,0.001
18-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.00794,0.01792
19-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,0.00361,0.02135
20-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,0.04689,0.05792
23-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.00033,-0.09111
24-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.05488,-0.03351
25-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.0025,0.05531
27-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.02907,-0.07943
30-Nov-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.02291,-0.06219
01-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,0.02394,-0.17621
02-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.02345,0.07403
03-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,0.00047,0.08801
04-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,0.0196,-0.05982
07-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.95127,-2.06381,-0.00177,0.29101
08-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.92553,-2.06381,0.0436,0.0642
09-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.14878,1.92553,-2.06381,-0.01079,0.01256
10-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.66881,1.92553,-2.06381,0.01508,0.1956
11-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.66881,1.92553,-2.06381,0.03571,0.12476
14-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.66881,1.92553,-2.06381,-0.00318,-0.24999
15-Dec-20,177.084,98.148,-14.151,-16.464,-1.55043,-1.66881,1.92553,-2.06381,0.01446,-0.16843
16-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.06381,-0.04909,-0.05019
17-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.06381,-0.00295,-0.00093
18-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.06381,0.04089,0.14776
21-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.06381,-0.03115,0.18127
22-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,-0.00083,0.1003
23-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,0.02401,-0.47943
24-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,-0.05393,0.21481
28-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,0.0136,0.00076
29-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,-0.00135,0.12918
30-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,-0.0255,-0.02914
31-Dec-20,177.084,98.148,-14.151,-16.464,-1.27921,-1.66881,1.9862,-2.05634,-0.00028,0.09372
04-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,0.00198,0.02933
05-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,0.04737,-0.03037
06-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,-0.0491,-0.0663
07-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,-0.03804,-0.20977
08-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,0.00272,-0.01723
11-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,-0.00024,-0.03746
12-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,0.02252,-0.21519
13-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-1.66881,1.9862,-2.05634,0.00031,0.1345
14-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-2.08885,1.9862,-2.05634,-0.02087,0.08246
15-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-2.08885,1.9862,-3.17797,0.01561,0.04923
19-Jan-21,178.942,101.607,-6.417,-9.194,-1.27921,-2.08885,1.9862,-3.17797,0.04523,0.02582
20-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9862,-3.17797,0.01658,-0.05774
21-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,0.03198,-0.09265
22-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.01017,0.05931
25-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,0.01089,0.18419
26-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,0.0074,-0.04478
27-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.02782,-0.01431
28-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.01097,-0.04424
29-Jan-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.00212,-0.09251
01-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.02033,0.01404
02-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.03506,-0.11217
03-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,0.01319,-0.06257
04-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.00115,-0.2858
05-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,0.00396,-0.19606
08-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,-0.05278,0.06376
09-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-2.08885,1.9518,-3.17797,0.00436,0.06913
10-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-1.92392,1.9518,-3.17797,-0.03377,-0.06071
11-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-1.92392,1.9518,-3.17797,-0.00006,0.0759
12-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-1.92392,1.9518,-2.11937,0.07885,-0.11137
16-Feb-21,178.942,101.607,-6.417,-9.194,-0.79343,-1.92392,0.31172,-2.11937,-0.01011,-0.13541
17-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.09808,0.14548
18-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,0.03012,-0.16245
19-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.04224,-0.30883
22-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.05117,0.03349
23-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,0.00023,-0.02766
24-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.00223,-0.08162
25-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.07286,-0.25597
26-Feb-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,0.01096,-0.2498
01-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,0.02718,0.20496
02-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,0.08594,0.22684
03-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.00919,-0.23148
04-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.04248,0.14239
05-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,0.14574,-0.2153
08-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43051,-2.11937,-0.1274,0.07586
09-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43103,-2.11937,-0.02798,0.07223
10-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.92392,0.43103,-2.11937,0.02503,0.07172
11-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.43103,-2.11937,0.0772,-0.05296
12-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.43103,-2.11937,-0.01594,-0.21552
15-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.43103,-2.11937,0.05856,0.08378
16-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.43103,-2.11937,0.05025,0.01183
17-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.81436,-2.11937,-0.01561,-0.17696
18-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.81436,-2.11937,-0.01436,-0.06924
19-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.81436,-2.11937,-0.05761,0.12561
22-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.81436,-2.11937,0.09043,0.08605
23-Mar-21,178.942,101.607,-6.417,-9.194,-0.42802,-1.36942,0.81436,-2.11937,-0.02722,0.20974
24-Mar-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.11937,0.05764,0.04164
25-Mar-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.11937,-0.03485,0.02371
26-Mar-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.11937,0.01364,-0.03177
29-Mar-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.11937,0.01491,-0.11169
30-Mar-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.11937,-0.03104,-0.17563
31-Mar-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.1304,-0.02698,-0.05588
01-Apr-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.1304,-0.06008,0.15128
02-Apr-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.1304,-0.00263,0.00372
05-Apr-21,178.942,101.607,-6.417,-9.194,0.18343,-1.36942,0.81436,-2.1304,0.00425,0.00372
06-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-1.36942,0.81436,-2.1304,0.03267,-0.02513
07-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-1.36942,0.81436,-2.1304,0.02439,-0.00317
08-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-1.36942,0.81436,-2.1304,0.03037,0.08063
09-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-1.36942,0.81436,-2.1304,-0.02265,-0.05743
12-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.81436,-2.1304,-0.006,-0.02865
13-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.81436,-2.10488,0.02823,0.03249
14-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.81436,-2.10488,0.03673,-0.04323
15-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.81436,-2.10488,-0.02268,0.2805
16-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.81436,-2.10488,0.02915,-0.1168
19-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.8768,-2.10488,-0.02062,0.05781
20-Apr-21,172.269,97.203,-9.372,-11.77,0.18343,-0.38791,0.8768,-2.10488,-0.00295,0.04864
21-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.03491,-0.01187
22-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.02455,0.05551
23-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,-0.0001,-0.02155
26-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,-0.01993,-0.03706
27-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,-0.00621,-0.06627
28-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,-0.05096,-0.07005
29-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00011,-0.17302
30-Apr-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00011,-0.02127
03-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00011,0.00395
04-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00011,0.23329
05-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00011,-0.0779
06-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00383,0.18499
07-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00645,0.12468
10-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.00207,-0.0961
11-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,-2.10488,0.01965,-0.1939
12-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,1.82023,-0.02615,-0.26936
13-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,1.82023,-0.05232,-0.00097
14-May-21,172.269,97.203,-9.372,-11.77,1.01208,-0.38791,0.8768,1.82023,0.05882,0.11568
17-May-21,172.269,97.203,-9.372,-11.77,1.01208,1.40662,0.8768,1.82023,0.0128,0.00024
18-May-21,172.269,97.203,-9.372,-11.77,1.01208,1.40662,-0.81493,1.82023,-0.00017,0.02389
19-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.81493,1.82023,-0.00053,0.09903
20-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,-0.04756,0.00035
21-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.00003,0.02794
24-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.02777,0.09733
25-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.01451,0.07902
26-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.00064,0.12133
27-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.01811,-0.23675
28-May-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,-0.0521,0.05886
01-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,-0.00095,-0.12094
02-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,-0.00176,0.11654
03-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,-0.00287,-0.10576
04-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.00689,0.10181
07-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82273,1.82023,0.01152,-0.062
08-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82335,1.82023,0.02787,0.07588
09-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,1.40662,-0.82335,1.82023,0.00154,0.13582
10-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,3.31979,-0.82335,1.82023,0.06564,-0.08188
11-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,3.31979,-0.82335,1.82023,0.02137,0.19369
14-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,3.31979,-0.82335,1.82023,-0.0196,-0.09404
15-Jun-21,172.269,97.203,-9.372,-11.77,2.50156,3.31979,-0.82335,1.82023,-0.02881,-0.11704
16-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,-0.02994,0.03983
17-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,-0.04819,-0.29532
18-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,0.02183,0.05496
21-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,0.03544,0.00033
22-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,-0.05171,-0.04364
23-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,-0.00282,-0.00476
24-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,-0.00255,0.20131
25-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,0.0243,-0.12245
28-Jun-21,172.269,97.203,-9.372,-11.77,3.68932,3.31979,-0.79704,1.82023,-0.01698,0.13846
